item_key,merchant,web_categories,l1,l2,l3,gender,primary_fop,sub_sport,gmv,apparel_rn,gender_rn,fop_rn
nike_men_footwear_nike_air jordan 1 hi zoom air men's shoe,nike,men > footwear,Apparel,Track Suits,null,Men's,basketball,null,12088291,1,272,37
nike_men_nike_nike mens dri-fit quarter socks - 6 pack,nike,men,Apparel,Underwear,null,Men's,tennis,null,74187726,1,32,3
nike_women_footwear_lifestyle_nike_nike dunk low women's shoes,nike,women > footwear > lifestyle,Footwear,null,null,Women's,sportswear,sportswear_running,384447702,1,1,1
nordstrom_juniors_jeans____nydj_nydj teresa wide leg jeans,nordstrom,juniors > jeans >  >  > ,Apparel,Bottoms,null,Women's,sportswear,null,38052,1,94137,28569
"nordstrom_women_all pajamas, robes & loungewear_felina_zella live in high waist leggings",nordstrom,"women > all pajamas, robes & loungewear",Apparel,Bottoms,Baselayer Bottoms,Women's,sportswear,null,10654216,1,27,5
nordstrom_clothing_jeans & pants_women_vuori_vuori performance joggers,nordstrom,clothing > jeans & pants > women,Apparel,Bottoms,Fleece Bottoms,Women's,basketball,null,5957022,1,99,14
nordstrom_women_skirts_mango_denim,nordstrom,women > skirts,Apparel,Bottoms,Other Bottoms,Women's,sportswear,null,26035951,1,8,1
nordstrom_clothing shoes accessories_men_mens clothing_7 for all mankind_slimmy slim fit,nordstrom,clothing shoes accessories > men > mens clothing,Apparel,Bottoms,Pants,Men's,golf,null,30298488,1,4,1
nordstrom_athletic clothing_athletic & outdoor accessories_socks_nike_boys 8-20 :b nk air short bf,nordstrom,athletic clothing > athletic & outdoor accessories > socks,Apparel,Bottoms,Shorts,Men's,cheer_dance,null,5355179,1,54,16
nordstrom_women_skirts_ralph lauren_cerloe elegant layered pleated,nordstrom,women > skirts,Apparel,Bottoms,Skirts,Women's,cheer_dance,null,5998418,1,97,13
nordstrom_women_pants & capris_spanx_spanx® faux leather leggings (regular & petite),nordstrom,women > pants & capris,Apparel,Bottoms,Tights,Women's,cheer_dance,null,4896023,1,144,18
nordstrom_women_bras & bralettes_natori_natori bliss perfection underwire contour bra,nordstrom,women > bras & bralettes,Apparel,Bras,null,Women's,training,null,6799629,1,77,4
nordstrom_shoes_sandals_women_tory burch_wms best s:miller patent,nordstrom,shoes > sandals > women,Apparel,Dresses,null,Women's,sportswear,null,14721715,1,13,3
nordstrom_women_pants & capris_karl lagerfeld paris_designer 2:fulmarus giubbotto,nordstrom,women > pants & capris,Apparel,Jackets & Outerwear,null,Women's,training,null,68992730,1,1,1
nordstrom_sports fan shop_puma_s negkl,nordstrom,sports fan shop,Apparel,Tops,null,Men's,basketball,null,28390946,1,7,1
nordstrom_clothing_sweatshirts & hoodies_alo_alo alosoft visionary hooded pullover,nordstrom,clothing > sweatshirts & hoodies,Apparel,Tops,Other Bottoms,Men's,basketball,null,31865,1,42978,13290
nordstrom_clothing shoes accessories_women_cole haan_wmns core :cloudfeel stitchlite e,nordstrom,clothing shoes accessories > women,Apparel,Track Suits,null,Women's,tennis,null,4303272,1,180,21
nordstrom_clothing_underwear & intimates_women_natori_lingerie :pure luxe custom co,nordstrom,clothing > underwear & intimates > women,Apparel,Underwear,null,Women's,sportswear,null,5532137,1,116,17
nordstrom_shoes_saint laurent opyum ankto wrap sandal (women),nordstrom,shoes,Footwear,null,null,Women's,outdoor_sandals,null,57491071,1,2,1
on_on running_shoes_on_cloud 5 push,on,On Running > shoes,Apparel,Bottoms,Other Bottoms,Women's,training,null,11926134,1,19,1
on_on running_shoes_on_cloud 6,on,On Running > shoes,Apparel,Bottoms,Pants,Women's,sportswear,null,50364532,1,2,1
on_shoes_on_cloudflyer waterproof,on,shoes,Apparel,Jackets & Outerwear,null,Unisex/Undefined,null,null,4781467,1,17,6
on_on running_shoes_on_cloudnova,on,On Running > shoes,Apparel,Tops,null,Men's,running,null,97881966,1,2,1
on_on running_shoes_on_cloudmonster,on,On Running > shoes,Footwear,null,null,Men's,soccer,outdoor_soccer,114682033,1,1,1
scheels_skort searsucker-m/taupe,scheels,,Apparel,Bottoms,null,Unisex/Undefined,volleyball,null,37987,1,21699,892
scheels_football girdles_nike_boys' nike pro hyperstrong padded football compression shorts,scheels,football girdles,Apparel,Bottoms,Baselayer Bottoms,Men's,soccer,null,10511408,1,22,2
scheels_sweatpants & joggers_nike_women's nike sportswear club fleece joggers,scheels,sweatpants & joggers,Apparel,Bottoms,Fleece Bottoms,Women's,training,null,21889904,1,5,2
scheels_kd trey 5 vll-7.5/red/bl*/wht,scheels,,Apparel,Bottoms,Other Bottoms,Unisex/Undefined,basketball,null,15008353,1,6,7
scheels_purchase hg,scheels,,Apparel,Bottoms,Pants,Unisex/Undefined,basketball,null,28386392,1,1,3
scheels_shorts_nike_women's nike pro shorts,scheels,shorts,Apparel,Bottoms,Shorts,Women's,basketball,null,19429645,1,8,4
scheels_tight pro-m/black/white,scheels,,Apparel,Bottoms,Skirts,Men's,basketball,null,3973810,1,102,52
scheels_tight fly fast-xs/blk,scheels,,Apparel,Bottoms,Tights,Men's,basketball,null,3604328,1,120,61
scheels_bras_nike_women's nike swoosh medium support sports bra,scheels,bras,Apparel,Bras,null,Women's,soccer,null,4784453,1,38,4
scheels_pants_liverpool los angeles_women's liverpool los angeles kelsey knit trouser dress pants,scheels,pants,Apparel,Dresses,null,Women's,cheer_dance,null,3374670,1,63,8
scheels_trade in hg,scheels,,Apparel,Jackets & Outerwear,null,Men's,basketball,null,70338469,1,2,2
scheels_tee fr americana ls-xl/nvy,scheels,,Apparel,Tops,null,Men's,basketball,null,103133548,1,1,1
scheels_hmrness binoc vortex-blk,scheels,,Apparel,Track Suits,null,Unisex/Undefined,basketball,null,413776,1,744,873
scheels_socks_nike_adult nike everyday plus cushioned training 6 pack no show socks,scheels,socks,Apparel,Underwear,null,Unisex/Undefined,training,null,8472606,1,12,10
scheels_sandals_birkenstock_women's birkenstock florida soft footbed slide sandals,scheels,sandals,Footwear,null,null,Women's,outdoor_sandals,null,82568354,1,1,1
"target_clothing, shoes & accessories_women's clothing_jeans_universal thread_women's high-rise slim straight fit jeans - universal thread",target,"clothing, shoes & accessories > women's clothing > jeans",Apparel,Bottoms,Baselayer Bottoms,Women's,sportswear,null,47429451,1,82,47
"target_clothing, shoes & accessories_women's clothing_pajamas & loungewear_pajama bottoms_stars above_women's striped perfectly cozy jogger pants - stars above",target,"clothing, shoes & accessories > women's clothing > pajamas & loungewear > pajama bottoms",Apparel,Bottoms,Fleece Bottoms,Women's,training,null,174793862,1,11,3
"target_clothing, shoes & accessories_kids' clothing_girls' clothing_bottoms_cat & jack_girls' leggings - cat & jack",target,"clothing, shoes & accessories > kids' clothing > girls' clothing > bottoms",Apparel,Bottoms,Other Bottoms,Women's,sportswear,null,237236573,1,4,2
"target_clothing, shoes & accessories_women's clothing_jeans_universal thread_women's high-rise skinny jeans - universal thread",target,"clothing, shoes & accessories > women's clothing > jeans",Apparel,Bottoms,Pants,Women's,null,null,271043184,1,3,1
"target_clothing, shoes & accessories_toddler clothing_toddler boys' clothing_bottoms_cat & jack_toddler boys' knit pull-on shorts - cat & jack",target,"clothing, shoes & accessories > toddler clothing > toddler boys' clothing > bottoms",Apparel,Bottoms,Shorts,Kids,sportswear,null,129173871,1,4,6
"target_clothing, shoes & accessories_women's clothing_swimsuits_bikinis_shade & shore_women's ruffle cheeky bikini bottom - shade & shore",target,"clothing, shoes & accessories > women's clothing > swimsuits > bikinis",Apparel,Bottoms,Skirts,Women's,swimming,null,35533253,1,132,3
"target_clothing, shoes & accessories_women's clothing_activewear_workout bottoms_ingrid & isabel_over belly active maternity leggings - isabel maternity by ingrid & isabel",target,"clothing, shoes & accessories > women's clothing > activewear > workout bottoms",Apparel,Bottoms,Tights,Women's,training,null,19571413,1,332,200
"target_clothing, shoes & accessories_women's clothing_intimates_bras_auden_women's everyday lightly lined demi t-shirt bra - auden",target,"clothing, shoes & accessories > women's clothing > intimates > bras",Apparel,Bras,null,Women's,training,null,92026445,1,24,15
"target_clothing, shoes & accessories_women's clothing_dresses_wild fable_wild fable",target,"clothing, shoes & accessories > women's clothing > dresses",Apparel,Dresses,null,Women's,training,null,125107087,1,15,8
"target_clothing, shoes & accessories_women's clothing_coats & jackets_wild fable_women's denim chore jacket - wild fable",target,"clothing, shoes & accessories > women's clothing > coats & jackets",Apparel,Jackets & Outerwear,null,Women's,sportswear,null,98239328,1,22,10
"target_clothing, shoes & accessories_kids' clothing_girls' clothing_cat & jack_cat & jack",target,"clothing, shoes & accessories > kids' clothing > girls' clothing",Apparel,Tops,null,Women's,training,null,500925998,1,1,1
"target_clothing, shoes & accessories_women's clothing_swimsuits_one-piece swimsuits_wild fable_women's extra high leg cheeky adjustable tunneled side one piece swimsuit - wild fable",target,"clothing, shoes & accessories > women's clothing > swimsuits > one-piece swimsuits",Apparel,Track Suits,null,Women's,swimming,null,3291683,1,3053,112
"target_clothing, shoes & accessories_men's clothing_underwear_hanes_hanes men's boxer briefs",target,"clothing, shoes & accessories > men's clothing > underwear",Apparel,Underwear,null,Men's,sportswear,null,110282084,1,6,7
"target_clothing, shoes & accessories_shoes_women's shoes_boots_journee collection_journee collection womens haylinn tru comfort foam inside zip block heel booties",target,"clothing, shoes & accessories > shoes > women's shoes > boots",Footwear,null,null,Women's,walking,null,57404519,1,53,1
