item_key,merchant,web_categories,l1,l2,l3,gender,primary_fop,sub_sport,gmv,apparel_rn,gender_rn,fop_rn
"amazon_clothing, shoes & jewelry_novelty & more_novelty clothing & more_novelty clothing_men's novelty clothing_gruntstyle_grunt style dad tax men's t-shirt",amazon_leia,"clothing, shoes & jewelry > novelty & more > novelty clothing & more > novelty clothing > men's novelty clothing",Apparel,Tops,null,Men's,pickleball,null,972342.0,1983,2509,2
foot_locker_shoes_casual sneakers_casual sneakers_nike_nike air force 1 low - boys' grade school,foot_locker,shoes > casual sneakers > casual sneakers,Footwear,null,null,Kids,sportswear,sportswear_basketball,3.91890559E8,1,1,1
nordstrom_shoes_boots_torgeis_wm bet spt:these boots blouse,nordstrom,shoes > boots,Footwear,null,null,Women's,wrestling,outdoor_soccer,123402.0,2044,3830,2
champs_sports_shoes_casual sneakers_casual sneakers_jordan_jordan retro 1 high og - men's,champs_sports,shoes > casual sneakers > casual sneakers,Footwear,null,null,Men's,sportswear,sportswear_basketball,1.9330873E7,9,10,2
nike_women_footwear_lifestyle_nike_nike blazer low 77 jumbo womens shoes,nike,women > footwear > lifestyle,Footwear,null,null,Women's,field_hockey,null,2094133.0,438,252,1
dicks_sporting_goods_shoes_kids' shoes_athletic shoes_kids' athletic & sneakers_nike_nike kids' grade school lebron xxiii 'grand opening' basketball shoes,dicks_sporting_goods,shoes > kids' shoes > athletic shoes > kids' athletic & sneakers,Apparel,Other Apparel,null,Kids,null,cross_training,2395363.0,82,84,1
foot_locker_shoes_casual sneakers_skate shoes_vans_vans old skool - men's,foot_locker,shoes > casual sneakers > skate shoes,Footwear,null,null,Men's,sportswear,sportswear_skateboarding,7096579.0,52,53,1
kohls_accessories_legwear_apt. 9_women's apt. 9® 2-pk. solid tights,kohls,accessories > legwear,Apparel,Bottoms,Tights,Women's,training,null,3204192.0,2,357,171
academy_sports_womens_womens footwear_womens clogs mules_crocs_crocs adults' classic fuzz-lined clogs,academy_sports,womens > womens footwear > womens clogs mules,Apparel,Other Apparel,null,Women's,null,null,1.8614603E7,4,3,2
"amazon_clothing, shoes & jewelry_women_women's clothing_women's coats, jackets & vests_women's trench, rain & anoraks_otu_otu women's waterproof rain jacket lightweight hooded raincoat for hiking travel outdoor",amazon_leia,"clothing, shoes & jewelry > women > women's clothing > women's coats, jackets & vests > women's trench, rain & anoraks",Apparel,Jackets & Outerwear,null,Women's,lacrosse,null,6025898.0,38,463,1
nike_kids_nike_nike kids dri-fit one woven high rise vnr shorts,nike,kids,Apparel,Bottoms,null,Kids,null,null,372901.0,1,460,1232
"target_clothing, shoes & accessories_kids' clothing_girls' clothing_bottoms_cat & jack_girls' cozy jogger pants - cat & jack",target,"clothing, shoes & accessories > kids' clothing > girls' clothing > bottoms",Apparel,Bottoms,Fleece Bottoms,Women's,sportswear,null,3.0330966E7,2,29,14
"costco_clothing, luggage & handbags_joggerfogger",costco,"clothing, luggage & handbags",Apparel,Bottoms,Fleece Bottoms,Unisex/Undefined,lacrosse,null,1.0230311E7,3,40,2
foot_locker_shoes_sneakers_adidas_adi org yeezy boost 350-yesha,foot_locker,shoes > sneakers,Footwear,null,null,Men's,basketball,training_other,4396887.0,77,86,1
kohls_womens_shoes_athletic shoes & sneakers_fila_fila_fila™ memory glimpse women's walking shoes,kohls,womens > shoes > athletic shoes & sneakers > fila,Footwear,null,null,Women's,walking,null,4414367.0,40,226,2
scheels_sweatpants & joggers_nike_men's nike therma-fit sweatpants,scheels,sweatpants & joggers,Apparel,Bottoms,Fleece Bottoms,Men's,soccer,null,4396205.0,4,23,2
nike_kids_apparel_lifestyle_nike_nike sportswear club fleece big kids' joggers,nike,kids > apparel > lifestyle,Apparel,Bottoms,Fleece Bottoms,Kids,running,null,2.1557848E7,3,4,1
nordstrom_men_all men's shoes_nunn bush_mens btr s:grand series winslow w,nordstrom,men > all men's shoes,Apparel,Other Apparel,null,Men's,american_football,null,504200.0,254,320,2
abercrombie_and_fitch_women's_tops_t-shirts_soft_matte_seamless_short-sleeve_squareneck_bodysuit_abercrombie & fitch_soft matte seamless short-sleeve squareneck bodysuit,abercrombie_and_fitch,women's > tops > t-shirts > soft_matte_seamless_short-sleeve_squareneck_bodysuit,Apparel,Tops,null,Women's,gymnastics,null,2313861.0,37,37,1
nike_kids_apparel_lifestyle_nike_nike sportswear big kids' tracksuit,nike,kids > apparel > lifestyle,Apparel,Track Suits,null,Kids,training,null,7371003.0,1,32,21
nordstrom_men_all men's shoes_reserved footwear_mens dsnr :b22 leather/mesh,nordstrom,men > all men's shoes,Apparel,Other Apparel,null,Men's,wrestling,null,803651.0,142,155,1
nordstrom_shoes_athletic shoes & sneakers_dolce vita_veia campo sneaker,nordstrom,shoes > athletic shoes & sneakers,Footwear,null,null,Men's,volleyball,cross_training,1682170.0,81,62,1
"costco_clothing, luggage & handbags_nautica_nautica puffer",costco,"clothing, luggage & handbags",Apparel,Jackets & Outerwear,null,Unisex/Undefined,golf,null,1.6461886E7,5,22,2
macys_shoes_finish line women's shoes_nike_women's revolution 6 next nature running sneakers from finish line,macys,shoes > finish line women's shoes,Footwear,null,null,Women's,running,road_running,1.0768061E7,5,23,1
dicks_sporting_goods_shoes_women's shoes_women's athletic & sneakers_athletic shoes_women's_new balance_new balance 740 shoes,dicks_sporting_goods,shoes > women's shoes > women's athletic & sneakers > athletic shoes > women's,Footwear,null,null,Women's,training,cross_training,6898946.0,47,76,2
"amazon_clothing, shoes & jewelry_women_women's shoes_women's athletic shoes_women's team sports shoes_ringor_ringor - women's flite molded pitching softball cleats",amazon_leia,"clothing, shoes & jewelry > women > women's shoes > women's athletic shoes > women's team sports shoes",Footwear,null,null,Women's,softball,cross_training,243867.0,3833,16515,2
nordstrom_shoes_booties_dv dolce vita_dolce vita paline combat boot (women),nordstrom,shoes > booties,Footwear,null,null,Women's,sportswear,sportswear_soccer,37206.0,6504,14152,2
macys_shoes_nike_nike air max intrlk lite women's shoes,macys,shoes,Footwear,null,null,Women's,basketball,outdoor_soccer,4834516.0,32,89,2
"kohls_bottoms_lee_men's lee® 11.25"" wyoming belted cargo shorts",kohls,bottoms,Apparel,Bottoms,Shorts,Men's,training,null,3.9559954E7,1,11,8
macys_kids_coats & jackets____bernardo_women's active jacket walker with neoprene,macys,kids > coats & jackets >  >  > ,Apparel,Jackets & Outerwear,null,Women's,field_hockey,null,9627406.0,16,28,1
academy_sports_kids_kids shoes_kids shop by sport_boys wrestling shoes_asics_asics youth matflex 7 wrestling shoes,academy_sports,kids > kids shoes > kids shop by sport > boys wrestling shoes,Apparel,Other Apparel,null,Kids,wrestling,null,414133.0,264,231,1
scheels_pants_kuhl_men's kuhl silencr pants,scheels,pants,Apparel,Bottoms,Pants,Men's,hiking,null,1.4850691E7,1,2,1
dicks_sporting_goods_shoes_men's shoes_men's cleats_cleats_men's track & field cleats_nike_nike zoom rival sprint track and field shoes,dicks_sporting_goods,shoes > men's shoes > men's cleats > cleats > men's track & field cleats,Apparel,Bras,null,Men's,running,null,3.9417592E7,1,8,1
nordstrom_men_all men's shoes_new york and company_yng mens s:u old skool,nordstrom,men > all men's shoes,Footwear,null,null,Men's,cheer_dance,cross_training,649358.0,288,215,1
"amazon_clothing, shoes & jewelry_men's clothing, shoes & jewelry_men's shoes_men's sandals_olukai_olukai ulele men's beach sandals, quick-dry flip-flop slides, water resistant suede lining & wet grip soles, soft comfort fit & arch support",amazon_leia,"clothing, shoes & jewelry > men's clothing, shoes & jewelry > men's shoes > men's sandals",Footwear,null,null,Men's,outdoor_sandals,null,6170412.0,124,306,1
kohls_mens_shoes_loafers_croft & barrow_croft & barrow_croft & barrow® perry men's ortholite bicycle-toe dress shoes,kohls,mens > shoes > loafers > croft & barrow,Footwear,null,null,Men's,sportswear,sportswear_running,1.6537341E7,5,51,1
academy_sports_men's_men's big + tall shop_men's big + tall shirts_3x shirts_adidas_adidas men’s badge of sport essentials t-shirt,academy_sports,men's > men's big + tall shop > men's big + tall shirts > 3x shirts,Apparel,Tops,null,Men's,cricket,null,6512468.0,23,52,1
scheels_waders_lacrosse footwear_men's lacrosse footwear super brush tuff waders,scheels,waders,Apparel,Bottoms,Other Bottoms,Men's,lacrosse,null,2108152.0,1,56,4
scheels_loafers & slip ons_twisted x_men's twisted x zero-x lace shoes,scheels,loafers & slip ons,Footwear,null,null,Men's,sportswear,sportswear_running,129094.0,338,620,2
foot_locker_shoes_casual sneakers_casual sneakers_on running_on cloudswift 3 - men's,foot_locker,shoes > casual sneakers > casual sneakers,Apparel,Bottoms,Skirts,Men's,training,null,8826875.0,1,44,11
"costco_clothing, luggage & handbags_weatherproof_weatherproof vintage pants",costco,"clothing, luggage & handbags",Apparel,Bottoms,Pants,Unisex/Undefined,rugby,null,2.44550518E8,1,3,1
"target_clothing, shoes & accessories_kids' clothing_boys' clothing_bottoms_all in motion_boys' soft stretch jogger pants - all in motion",target,"clothing, shoes & accessories > kids' clothing > boys' clothing > bottoms",Apparel,Bottoms,Pants,Men's,softball,null,1.2976456E7,25,49,1
kohls_shoes_adidas_adidas lite racer adapt 3.0 men's shoes,kohls,shoes,Footwear,null,null,Men's,basketball,performance_basketball,1.5158056E7,7,58,1
abercrombie_and_fitch_girls_clearance_dresses_strappy_tie-front_jumpsuit_abercrombie kids_strappy tie-front jumpsuit,abercrombie_and_fitch,girls > clearance > dresses > strappy_tie-front_jumpsuit,Apparel,Dresses,null,Women's,cheer_dance,null,2348139.0,1,36,4
dicks_sporting_goods_athletic clothing_men's clothing_men's pants_pants_nike_nike men's pro ¾ length tights,dicks_sporting_goods,athletic clothing > men's clothing > men's pants > pants,Apparel,Bottoms,Tights,Men's,basketball,null,9779260.0,1,61,26
kids_foot_locker_shoes_casual sneakers_casual sneakers_new balance_new balance 9060 - boys' grade school,kids_foot_locker,shoes > casual sneakers > casual sneakers,Footwear,null,null,Kids,basketball,performance_basketball,3.6850325E7,2,4,1
academy_sports_mens_mens apparel_mens shorts_mens casual shorts_magellan outdoors_magellan outdoors men's summerville poplin short,academy_sports,mens > mens apparel > mens shorts > mens casual shorts,Apparel,Bottoms,Shorts,Men's,golf,null,2.823029E7,2,7,2
"dicks_sporting_goods_athletic clothing_women's clothing_women's athletic skirts, skorts & dresses_dick's sporting goods_dsg women's performance skort",dicks_sporting_goods,"athletic clothing > women's clothing > women's athletic skirts, skorts & dresses",Apparel,Bottoms,Skirts,Women's,tennis,null,2901066.0,2,171,34
champs_sports_accessories_socks_crew socks_nike_nike 6 pack cushioned crew socks - boys' grade school,champs_sports,accessories > socks > crew socks,Apparel,Underwear,null,Men's,soccer,null,411579.0,2,269,12
"lululemon_men's clothes_pants_trousers_lululemon_abc classic-fit trouser 30""l *warpstreme, black",lululemon,men's clothes > pants > trousers,Apparel,Bottoms,Pants,Men's,hiking,null,7815571.0,30,41,1
champs_sports_shoes_casual sneakers_casual sneakers_new balance_new balance 530 - women's,champs_sports,shoes > casual sneakers > casual sneakers,Footwear,null,null,Women's,running,road_running,1.2698372E7,19,4,1
champs_sports_shoes_casual sneakers_casual sneakers_jordan_jordan retro 5 - boys' toddler,champs_sports,shoes > casual sneakers > casual sneakers,Footwear,null,null,Kids,tennis,null,2.1313586E7,7,5,1
"costco_clothing, luggage & handbags_spyder short",costco,"clothing, luggage & handbags",Apparel,Bottoms,Shorts,Unisex/Undefined,basketball,null,8024237.0,1,51,11
scheels_hoodies & sweatshirts_nike_men's nike sportswear club fleece crewneck sweatshirt,scheels,hoodies & sweatshirts,Apparel,Tops,null,Men's,training,null,1.1320735E7,5,5,2
nordstrom_men_sweaters_inc international concepts_m clothing: cashmere trtle nk sw,nordstrom,men > sweaters,Apparel,Jackets & Outerwear,null,Men's,rugby,null,8194337.0,4,8,1
macys_men_finish line men's shoes_nike_men's waffle debut casual sneakers from finish line,macys,men > finish line men's shoes,Footwear,null,null,Men's,basketball,performance_basketball,1232427.0,119,424,2
macys_shoes_athletic shoes & sneakers_danskin_women's merit slip on sneaker,macys,shoes > athletic shoes & sneakers,Footwear,null,null,Women's,tennis,cross_training,1.210543E7,4,21,1
"amazon_clothing, shoes & jewelry_boy's clothing, shoes & jewelry_boys' shoes_boys' sneakers_adidas_adidas originals unisex-child swift run sneaker",amazon_leia,"clothing, shoes & jewelry > boy's clothing, shoes & jewelry > boys' shoes > boys' sneakers",Footwear,null,null,Men's,cricket,cross_training,2668161.0,408,839,2
"costco_clothing, luggage & handbags_nautica_nautica jacket",costco,"clothing, luggage & handbags",Apparel,Jackets & Outerwear,null,Unisex/Undefined,golf,null,7.4946727E7,2,6,1
"amazon_clothing, shoes & jewelry_men's clothing, shoes & jewelry_men's clothing_men's activewear_men's athletic shorts_balennz_balennz athletic shorts for men with pockets and elastic waistband quick dry activewear",amazon_leia,"clothing, shoes & jewelry > men's clothing, shoes & jewelry > men's clothing > men's activewear > men's athletic shorts",Apparel,Bottoms,Shorts,Men's,basketball,null,4.8069279E7,1,9,1
kohls_wmns_active_sport_footwear_nike_nike court royale ac women's slip-on sneakers,kohls,wmns > active > sport > footwear,Footwear,null,null,Women's,tennis,cross_training,4932016.0,35,193,2
"lululemon_men's clothes_shorts_lululemon_t.h.e. short *linerless 7""",lululemon,men's clothes > shorts,Apparel,Bottoms,Baselayer Bottoms,Men's,volleyball,null,1.3979242E7,3,15,1
"target_clothing, shoes & accessories_men's clothing_tops_goodfellow & co_men's long sleeve rugby polo shirt - goodfellow & co",target,"clothing, shoes & accessories > men's clothing > tops",Apparel,Tops,null,Men's,rugby,null,8808103.0,119,86,2
"amazon_clothing, shoes & jewelry_women_women's clothing_women's dresses_women's casual dresses_relipop_relipop summer women short sleeve print dress v neck casual short dresses",amazon_leia,"clothing, shoes & jewelry > women > women's clothing > women's dresses > women's casual dresses",Apparel,Dresses,null,Women's,training,null,2.0823644E7,2,36,32
kohls_womens_shoes_athletic shoes & sneakers_vans_vans_vans® asher platform women's slip-on shoes,kohls,womens > shoes > athletic shoes & sneakers > vans,Footwear,null,null,Women's,tennis,training_other,575110.0,277,2153,2
"amazon_clothing, shoes & jewelry_men's clothing, shoes & jewelry_men's clothing_men's pants_men's casual pants_wrangler_wrangler authentics men's relaxed fit stretch cargo pant",amazon_leia,"clothing, shoes & jewelry > men's clothing, shoes & jewelry > men's clothing > men's pants > men's casual pants",Apparel,Bottoms,Pants,Men's,training,null,5.528971E7,2,7,5
lululemon_women's clothes_coats & jackets_lululemon_non-stop bomber jacket,lululemon,women's clothes > coats & jackets,Apparel,Jackets & Outerwear,null,Women's,cricket,null,1863226.0,47,401,2
"amazon_clothing, shoes & jewelry_men's clothing, shoes & jewelry_men's shoes_men's sandals_gubarun_gubarun mens sport flip flops comfort casual thong sandals outdoor",amazon_leia,"clothing, shoes & jewelry > men's clothing, shoes & jewelry > men's shoes > men's sandals",Footwear,null,null,Men's,cricket,null,1.842128E7,15,52,1
macys_sports fan shop_junk food_men's navy chicago bears bold logo t-shirt,macys,sports fan shop,Apparel,Tops,null,Men's,american_football,null,2569953.0,120,204,2
lululemon_women's clothes_hoodies & sweatshirts_lululemon_scuba full-zip hoodie,lululemon,women's clothes > hoodies & sweatshirts,Apparel,Jackets & Outerwear,null,Women's,training,null,3.1127448E7,2,8,5
scheels_sneakers & athletic shoes_asics_little kids' asics snapdown 4 wrestling shoes,scheels,sneakers & athletic shoes,Footwear,null,null,Kids,wrestling,cross_training,212749.0,216,161,1
macys_men_finish line men's shoes_nike_men's air monarch iv training sneakers from finish line,macys,men > finish line men's shoes,Footwear,null,null,Men's,basketball,cross_training,2922931.0,50,174,1
champs_sports_shoes_casual sneakers_casual sneakers_puma_puma speedcat - girls' grade school,champs_sports,shoes > casual sneakers > casual sneakers,Footwear,null,null,Kids,tennis,outdoor_soccer,357511.0,218,115,1
macys_women_pants & capris_calvin klein_compression skinny leggings,macys,women > pants & capris,Apparel,Bottoms,Tights,Women's,training,null,1057063.0,2,532,272
foot_locker_shoes_casual sneakers_casual running sneakers_puma_puma rs-x - men's,foot_locker,shoes > casual sneakers > casual running sneakers,Footwear,null,null,Men's,tennis,outdoor_soccer,4784024.0,73,78,1
kohls_shoes_skechers_skechers hands free slip-ins® summits dazzling haze women's sneakers,kohls,shoes,Footwear,null,null,Women's,cheer_dance,cross_training,5293795.0,31,171,1
"target_clothing, shoes & accessories_shoes_toddler shoes_toddler sneakers_disney_toddler disney spider-man athletic sneakers - black",target,"clothing, shoes & accessories > shoes > toddler shoes > toddler sneakers",Footwear,null,null,Kids,training,training_other,2524445.0,41,197,2
"lululemon_men's clothes_pants_joggers_lululemon_at ease jogger, heathered black/black",lululemon,men's clothes > pants > joggers,Apparel,Bottoms,Fleece Bottoms,Men's,training,null,1.1055374E7,2,24,37
academy_sports_sports_volleyball_volleyball footwear_nike_nike women's hyperquick volleyball shoes,academy_sports,sports > volleyball > volleyball footwear,Footwear,null,null,Women's,volleyball,cross_training,723601.0,225,259,1
nike_women_footwear_basketball_nike_kobe vi protro basketball shoes,nike,women > footwear > basketball,Footwear,null,null,Men's,basketball,cross_training,3.3540113E7,20,22,1
kohls_shoes_so_so® passion fruit women's slide sandals,kohls,shoes,Footwear,null,null,Women's,outdoor_sandals,null,4946573.0,34,191,2
"lululemon_women's clothes_pants_leggings_lululemon_speed up tight 28""",lululemon,women's clothes > pants > leggings,Apparel,Bottoms,Tights,Women's,basketball,null,2.989013E7,1,10,1
on_on running_shoes_on_cloudrunner,on,On Running > shoes,Footwear,null,null,Women's,training,cross_training,2.2924172E7,2,4,1
"target_clothing, shoes & accessories_women's clothing_bottoms_pants_a new day_women's high-rise skinny ankle pants - a new day",target,"clothing, shoes & accessories > women's clothing > bottoms > pants",Apparel,Bottoms,Pants,Women's,training,null,8.7440937E7,2,6,3
"amazon_clothing, shoes & jewelry_women_women's shoes_women's athletic shoes_women's team sports shoes_under armour_under armour women's glory 2 mc lacrosse shoe",amazon_leia,"clothing, shoes & jewelry > women > women's shoes > women's athletic shoes > women's team sports shoes",Footwear,null,null,Women's,lacrosse,cross_training,630216.0,1757,7267,1
"amazon_clothing, shoes & jewelry_women_women's shoes_women's sandals_women's heeled sandals_soda_soda account ~ women open toe two bands lug sole fashion block heel sandals with adjustable ankle strap",amazon_leia,"clothing, shoes & jewelry > women > women's shoes > women's sandals > women's heeled sandals",Footwear,null,null,Women's,flip_flops,null,4344439.0,219,790,2
hoka_shoes_performance running shoes_hoka_clifton 7,hoka,shoes > performance running shoes,Apparel,Other Apparel,null,Women's,null,null,3.4354203E7,1,4,2
champs_sports_clothing_jackets_csg_csg arena track jkt-bk/bk,champs_sports,clothing > jackets,Apparel,Jackets & Outerwear,null,Men's,basketball,null,818713.0,1,138,18
foot_locker_clothing_shorts_shorts_lckr_lckr fleece short - men's,foot_locker,clothing > shorts > shorts,Apparel,Tops,null,Men's,volleyball,null,3579144.0,13,103,2
"macys_departments_clothing, shoes, & accessories_shoes_skechers_skechers ultra flex 3.0 slip resistant jinie 108176   black  size 7.5",macys,"departments > clothing, shoes, & accessories > shoes",Footwear,null,null,Men's,basketball,training_other,300625.0,510,1474,2
macys_men's shoes_cole haan_men's grandprø halfcourt skyweave sneaker,macys,men's shoes,Footwear,null,null,Men's,volleyball,cross_training,71175.0,1812,4834,1
nordstrom_shoes_flats & loafers_steve madden_gucci brixton horsebit convertible loafer (women),nordstrom,shoes > flats & loafers,Footwear,null,null,Women's,sportswear,sportswear_other,2540488.0,47,69,2
"lululemon_women's clothes_sports bras_lululemon_free to be bra - wild *light support, a/b cup, white",lululemon,women's clothes > sports bras,Apparel,Bras,null,Women's,training,null,1.6659047E7,1,36,24
dicks_sporting_goods_athletic clothing_women's clothing_jackets & vests_the north face_the north face women's gotham parka,dicks_sporting_goods,athletic clothing > women's clothing > jackets & vests,Apparel,Jackets & Outerwear,null,Women's,hiking,null,1.653271E7,2,22,4
kids_foot_locker_shoes_casual sneakers_casual sneakers_nike_nike air max 270 - boys' toddler,kids_foot_locker,shoes > casual sneakers > casual sneakers,Apparel,Other Apparel,null,Kids,training,null,1.6021566E7,7,12,2
scheels_hoodies & sweatshirts_the north face_men's the north face evolution vintage hoodie,scheels,hoodies & sweatshirts,Apparel,Tops,null,Men's,ski_snowboard,null,1184507.0,47,98,1
abercrombie_and_fitch_women's_bottoms_shorts_denim_shorts_abercrombie & fitch_high rise mom short,abercrombie_and_fitch,women's > bottoms > shorts > denim_shorts,Apparel,Bottoms,Shorts,Women's,running,null,3676940.0,6,15,1
"amazon_clothing, shoes & jewelry_girl's clothing, shoes & jewelry_girls' shoes_girls' flats_stelle_stelle leather jazz slip-on dance shoes for girls boys toddler kid",amazon_leia,"clothing, shoes & jewelry > girl's clothing, shoes & jewelry > girls' shoes > girls' flats",Footwear,null,null,Kids,cheer_dance,training_other,2108968.0,535,222,2
macys_women_swimsuits & cover-ups_swim solutions_swim skirt,macys,women > swimsuits & cover-ups,Apparel,Bottoms,Skirts,Women's,swimming,null,1106781.0,1,504,20
"amazon_clothing, shoes & jewelry_women_women's shoes_women's athletic shoes_women's cross training shoes_twdkcher_twdkcher cheer shoes girls white youth womens cheerleading shoes dance athletic training breathable dancing lightweight competition kids cheer sneakers size",amazon_leia,"clothing, shoes & jewelry > women > women's shoes > women's athletic shoes > women's cross training shoes",Footwear,null,null,Women's,cheer_dance,cross_training,1438481.0,804,3178,2
nike_women_footwear_lifestyle_nike_nike air max 270 women's shoe,nike,women > footwear > lifestyle,Footwear,null,null,Women's,walking,null,4.7671542E7,10,8,1
"dicks_sporting_goods_athletic clothing_men's clothing_men's shorts_shorts_nike_nike men's dri-fit challenger 5"" brief-lined versatile shorts",dicks_sporting_goods,athletic clothing > men's clothing > men's shorts > shorts,Apparel,Underwear,null,Men's,basketball,null,1.9774762E7,2,19,8
nordstrom_shoes_sandals_women_tory burch_wr contemp:metal miller,nordstrom,shoes > sandals > women,Footwear,null,null,Women's,golf,null,1.5489341E7,5,2,1
nike_men_apparel_lifestyle_nike_nike sportswear tech fleece men's joggers,nike,men > apparel > lifestyle,Apparel,Bottoms,Fleece Bottoms,Men's,training,null,1.47524436E8,1,5,2
macys_shoes_booties_koolaburra by ugg_women's barlee mini cozy cold-weather booties,macys,shoes > booties,Footwear,null,null,Women's,sportswear,sportswear_outdoor,175952.0,863,3715,1
foot_locker_shoes_casual sneakers_casual sneakers_adidas_adidas x_plr 23 - boys' grade school,foot_locker,shoes > casual sneakers > casual sneakers,Footwear,null,null,Kids,slides,null,2408776.0,119,75,1
"amazon_clothing, shoes & jewelry_novelty & more_novelty clothing & more_novelty clothing_women's novelty clothing_idealsanxun_idealsanxun womens high waist plaid skirt bodycon pencil wool mini skirts",amazon_leia,"clothing, shoes & jewelry > novelty & more > novelty clothing & more > novelty clothing > women's novelty clothing",Apparel,Bottoms,Skirts,Women's,sportswear,null,1.8439264E7,1,45,12
"macys_men_dress shirts_alfani_men's slim fit 4-way stretch dress shirt, created for macy's",macys,men > dress shirts,Apparel,Tops,null,Men's,running,null,4447253.0,55,99,2
nordstrom_men_shoes_vans_vans authentic sneaker (men),nordstrom,men > shoes,Footwear,null,null,Men's,sportswear,sportswear_skateboarding,420859.0,500,429,1
"amazon_clothing, shoes & jewelry_beltbro_beltbro pro for men and women elastic no buckle invisible belt patented metal free tsa soft adjustable side tactical belt",amazon_leia,"clothing, shoes & jewelry",Apparel,Other Apparel,null,Unisex/Undefined,wrestling,null,6138257.0,170,20,2
scheels_sneakers & athletic shoes_asics_big kids' asics snapdown 4 wrestling shoes,scheels,sneakers & athletic shoes,Footwear,null,null,Kids,wrestling,cross_training,132147.0,331,236,2
hoka_shoes_hoka_carbon x,hoka,shoes,Footwear,null,null,Unisex/Undefined,basketball,outdoor_soccer,6125772.0,6,3,1
kohls_tops_hurley_boys 8-20 hurley ombre icon fleece pullover hoodie,kohls,tops,Apparel,Tops,null,Women's,lacrosse,null,991278.0,887,1292,1
dicks_sporting_goods_shoes_kids' shoes_kids' cleats_cleats_kids' baseball & softball cleats_nike_nike kids' hyperdiamond 4 keystone softball cleats,dicks_sporting_goods,shoes > kids' shoes > kids' cleats > cleats > kids' baseball & softball cleats,Footwear,null,null,Kids,softball,null,1.8596351E7,13,3,1
academy_sports_men's_men's shoes + boots_men's athletic + sneakers_men's lifestyle shoes_nike_nike men's court royale 2 mid shoes,academy_sports,men's > men's shoes + boots > men's athletic + sneakers > men's lifestyle shoes,Footwear,null,null,Men's,basketball,cross_training,5626708.0,22,68,2
foot_locker_shoes_casual sneakers_casual sneakers_nike_nike blazer mid '77 - girls' grade school,foot_locker,shoes > casual sneakers > casual sneakers,Footwear,null,null,Kids,sportswear,sportswear_other,1.1672724E7,33,24,1
foot_locker_clothing_jackets_jackets_lckr_lckr wind jacket - men's,foot_locker,clothing > jackets > jackets,Apparel,Jackets & Outerwear,null,Men's,tennis,null,957948.0,1,275,32
macys_shoes_booties_dkny_women's abri booties,macys,shoes > booties,Footwear,null,null,Women's,training,cross_training,7278068.0,13,44,2
kids_foot_locker_shoes_performance basketball shoes_performance basketball shoes_jordan_jordan aj 11 cmft low - women's,kids_foot_locker,shoes > performance basketball shoes > performance basketball shoes,Footwear,null,null,Women's,basketball,performance_basketball,1615183.0,38,2,2
"costco_clothing, luggage & handbags_champion_unknown champion product",costco,"clothing, luggage & handbags",Apparel,Tops,null,Unisex/Undefined,basketball,null,3.4846339E8,1,2,2
nike_unisex_footwear_volleyball_nike_nike hyperspeed court volleyball shoes,nike,unisex > footwear > volleyball,Footwear,null,null,Unisex/Undefined,volleyball,cross_training,3062330.0,321,71,1
on_on running_shoes_on_cloudnova form 2,on,On Running > shoes,Footwear,null,null,Women's,soccer,outdoor_soccer,1.7031238E7,3,5,1
lululemon_women's clothes_sports bras_lululemon_to the beat bra,lululemon,women's clothes > sports bras,Apparel,Bras,null,Women's,gymnastics,null,4744983.0,12,141,2
academy_sports_kids_kids shoes_kids sneakers_nike_nike kids' star runner 3 grade school  running shoes,academy_sports,kids > kids shoes > kids sneakers,Footwear,null,null,Kids,tennis,cross_training,4775176.0,30,22,2
nike_boys_apparel_american football___nike_nike pro women's 7/8 tights,nike,boys > apparel > american football >  > ,Apparel,Bottoms,Tights,Men's,training,null,3032316.0,2,326,58
"amazon_clothing, shoes & jewelry_girl's clothing, shoes & jewelry_sperry_sperry men's cutter cvo",amazon_leia,"clothing, shoes & jewelry > girl's clothing, shoes & jewelry",Footwear,null,null,Kids,golf,cross_training,248415.0,3767,2492,2
"target_clothing, shoes & accessories_kids' clothing_boys' clothing_underwear_fruit of the loom_fruit of the loom boys' 5pk breathable cotton-mesh boxer briefs",target,"clothing, shoes & accessories > kids' clothing > boys' clothing > underwear",Apparel,Underwear,null,Kids,softball,null,7127996.0,49,64,2
"target_clothing, shoes & accessories_kids' clothing_boys' clothing_bottoms_champion_boys' training shorts - all in motion",target,"clothing, shoes & accessories > kids' clothing > boys' clothing > bottoms",Apparel,Bottoms,Shorts,Men's,wrestling,null,1690069.0,124,434,2
"amazon_clothing, shoes & jewelry_women_women's shoes_women's fashion sneakers_new balance_new balance women's fresh foam roav v1 running shoe",amazon_leia,"clothing, shoes & jewelry > women > women's shoes > women's fashion sneakers",Footwear,null,null,Women's,tennis,road_running,3.4925507E7,5,14,1
macys_shoes_deer stags_deer stags drive men's loafers,macys,shoes,Footwear,null,null,Men's,cricket,cross_training,193340.0,783,2170,1
academy_sports_shops_trending prints_match game_magellan outdoors_magellan outdoors women's caddo lake logo crew long sleeve t-shirt,academy_sports,shops > trending prints > match game,Apparel,Tops,null,Women's,cheer_dance,null,7525883.0,17,13,1
kids_foot_locker_shoes_sandals_sandals_nike_nike kawa slides - boys' grade school,kids_foot_locker,shoes > sandals > sandals,Footwear,null,null,Kids,slides,null,3773023.0,24,30,2
