item_key,merchant,web_categories,l1,l2,l3,gender,primary_fop,sub_sport,gmv,apparel_rn,gender_rn,fop_rn
"amazon_clothing, shoes & jewelry_men's clothing, shoes & jewelry_men's shoes_men's fashion sneakers_new balance_new balance men's 515 v3 sneaker",amazon_leia,"clothing, shoes & jewelry > men's clothing, shoes & jewelry > men's shoes > men's fashion sneakers",Footwear,null,null,Men's,basketball,performance_basketball,1.1565097E7,44,122,1
dicks_sporting_goods_shoes_kids' shoes_athletic shoes_kids' athletic & sneakers_jordan_air jordan 6 retro kids' grade school basketball shoes,dicks_sporting_goods,shoes > kids' shoes > athletic shoes > kids' athletic & sneakers,Footwear,null,null,Kids,basketball,signature_basketball,1523369.0,158,125,1
"target_clothing, shoes & accessories_men's clothing_graphic tees & sweatshirts_sanrio_men's sanrio hello kitty racing short sleeve graphic t-shirt - black",target,"clothing, shoes & accessories > men's clothing > graphic tees & sweatshirts",Apparel,Tops,null,Men's,running,null,4283573.0,250,175,1
dicks_sporting_goods_athletic clothing_women's clothing_women's pants_pants_nike_nike sportswear women's essential fleece pants,dicks_sporting_goods,athletic clothing > women's clothing > women's pants > pants,Apparel,Bottoms,Pants,Women's,training,null,9.7647534E7,1,1,2
"amazon_clothing, shoes & jewelry_women_women's shoes_women's athletic shoes_women's running shoes_on running_on women's cloudswift sneakers",amazon_leia,"clothing, shoes & jewelry > women > women's shoes > women's athletic shoes > women's running shoes",Footwear,null,null,Women's,tennis,indoor_soccer,6183819.0,123,437,1
nike_unisex_footwear_lifestyle_nike_nike acg air deschutz + sandals,nike,unisex > footwear > lifestyle,Footwear,null,null,Unisex/Undefined,wrestling,null,1375561.0,600,150,1
"kohls_bottoms_grand slam_men's grand slam 9"" expandable waistband performance golf shorts",kohls,bottoms,Apparel,Bottoms,Other Bottoms,Men's,golf,null,1.8287397E7,3,45,2
foot_locker_shoe_casual running sneakers_saucony_omni,foot_locker,shoe > casual running sneakers,Footwear,null,null,Men's,soccer,outdoor_soccer,2769399.0,107,119,2
dicks_sporting_goods_athletic clothing_men's clothing_under armour_rivalterry/o,dicks_sporting_goods,athletic clothing > men's clothing,Apparel,Track Suits,null,Men's,basketball,null,969468.0,1,665,343
foot_locker_clothing_pants_pants_lckr_lckr based sweatpants - men's,foot_locker,clothing > pants > pants,Apparel,Bottoms,Pants,Men's,pickleball,null,3320910.0,7,109,1
nordstrom_shoes_boots_vintage foundry co_yng wms sh:daja:white leather:8,nordstrom,shoes > boots,Footwear,null,null,Women's,wrestling,cross_training,32207.0,7372,16232,1
nike_men_apparel_lifestyle_nike_nike club men's crew,nike,men > apparel > lifestyle,Apparel,Tops,null,Men's,rugby,null,747881.0,305,1027,2
"amazon_clothing, shoes & jewelry_women_women's shoes_women's mules & clogs_crocs_crocs unisex-adult classic lined clog",amazon_leia,"clothing, shoes & jewelry > women > women's shoes > women's mules & clogs",Footwear,null,null,Men's,walking,null,9.1706565E7,1,1,1
"lululemon_men's clothes_shorts_lululemon_t.h.e. linerless short 9"", black",lululemon,men's clothes > shorts,Apparel,Bottoms,Shorts,Men's,basketball,null,2.4593327E7,3,5,2
"target_clothing, shoes & accessories_men's clothing_bottoms_dickies_dickies men's relaxed fit straight double knee pants",target,"clothing, shoes & accessories > men's clothing > bottoms",Apparel,Bottoms,Pants,Men's,cricket,null,7259183.0,48,105,2
macys_women_skirts_calvin klein_high waist power stretch pencil skirt,macys,women > skirts,Apparel,Bottoms,Skirts,Women's,sportswear,null,913920.0,2,629,271
scheels_pants_kuhl_men's kuhl rydr pants,scheels,pants,Apparel,Bottoms,Pants,Men's,golf,null,2648323.0,8,40,2
nordstrom_shoes_sneaker free bio fabric applic:wh,nordstrom,shoes,Footwear,null,null,Men's,basketball,indoor_soccer,226930.0,1036,959,1
kohls_womens_shoes_sandals_clarks_clarks_clarks® cloudsteppers arla glison women's ortholite sandals,kohls,womens > shoes > sandals > clarks,Footwear,null,null,Women's,running,running_other,1019940.0,182,1251,1
nordstrom_men_men's fine:ie costa azzurra arqua,nordstrom,men,Apparel,Other Apparel,null,Men's,volleyball,null,6038150.0,5,10,1
dicks_sporting_goods_sports equipment_bikes & cycling_cycling apparel_apparel_cycling shorts & liners_louis garneau_louis garneau men's gel cycling shorts,dicks_sporting_goods,sports equipment > bikes & cycling > cycling apparel > apparel > cycling shorts & liners,Apparel,Bottoms,Shorts,Men's,sportswear,null,6383704.0,31,117,2
academy_sports_brands_under armour_under armour men_mens by under armour_under armour_under armour men's hovr™ revenant sportstyle shoes,academy_sports,brands > under armour > under armour men > mens by under armour,Apparel,Track Suits,null,Men's,basketball,null,710157.0,1,549,157
abercrombie_and_fitch_men's_tops_hoodies_&_sweatshirts_pullover_hoodies_abercrombie & fitch_philadelphia eagles graphic popover hoodie,abercrombie_and_fitch,men's > tops > hoodies_&_sweatshirts > pullover_hoodies,Apparel,Tops,null,Men's,american_football,null,4461767.0,13,14,2
kids_foot_locker_shoes_sneakers_nike_nike psb af1 lo ez on-wh/wh,kids_foot_locker,shoes > sneakers,Footwear,null,null,Unisex/Undefined,tennis,outdoor_soccer,258927.0,137,24,2
dicks_sporting_goods_shoes_women's shoes_women's athletic & sneakers_athletic shoes_women's_nike_nike women's huarache shoes,dicks_sporting_goods,shoes > women's shoes > women's athletic & sneakers > athletic shoes > women's,Footwear,null,null,Women's,basketball,performance_basketball,1097801.0,208,423,2
kohls_socks_hosiery_adidas_men's adidas 6-pk. athletic cushioned quarter socks,kohls,socks > hosiery,Apparel,Underwear,null,Men's,cricket,null,3505443.0,54,266,2
kids_foot_locker_shoes_casual sneakers_casual sneakers_nike_nike waffle one - boys' grade school,kids_foot_locker,shoes > casual sneakers > casual sneakers,Footwear,null,null,Men's,tennis,cross_training,6565319.0,14,10,1
"target_clothing, shoes & accessories_shoes_women's shoes_sandals_shade & shore_women's cali flip flop sandals - shade & shore",target,"clothing, shoes & accessories > shoes > women's shoes > sandals",Footwear,null,null,Women's,outdoor_sandals,null,1.7116891E7,4,78,2
kohls_tops_tek gear_women's tek gear® ultrasoft fleece crewneck sweatshirt,kohls,tops,Apparel,Tops,null,Women's,hiking,null,2.6164852E7,16,9,2
"costco_clothing, luggage & handbags_adidas_adidas men's low cut sock, 6-pair, assorted colors",costco,"clothing, luggage & handbags",Apparel,Other Apparel,null,Men's,null,null,2.68793124E8,1,2,1
"target_clothing, shoes & accessories_women's clothing_swimsuits_kona sol_women's button-up cover up shirtdress - kona sol",target,"clothing, shoes & accessories > women's clothing > swimsuits",Apparel,Dresses,null,Women's,sportswear,null,2.5654084E7,2,38,21
nordstrom_men_all men's shoes_rockport_mens dsnr :pursuit treck slide,nordstrom,men > all men's shoes,Footwear,null,null,Men's,cricket,null,2830554.0,41,28,1
nike_women_shoes_nike_nike in season tr 9 womens training shoes,nike,women > shoes,Footwear,null,null,Women's,basketball,outdoor_soccer,1.3144571E7,62,37,1
dicks_sporting_goods_shoes_men's shoes_athletic shoes_men's athletic & sneakers_men's_adidas_adidas samba og shoes,dicks_sporting_goods,shoes > men's shoes > athletic shoes > men's athletic & sneakers > men's,Footwear,null,null,Men's,tennis,null,6.5646273E7,1,2,1
nordstrom_shoes_boots_vintage foundry co_wms btr sh:melinda:dark brown sue,nordstrom,shoes > boots,Footwear,null,null,Women's,boxing,outdoor_soccer,99125.0,2579,4973,2
kohls_kids_footwear_nike_nike downshifter 12 next nature baby/toddler shoes,kohls,kids > footwear,Footwear,null,null,Kids,basketball,indoor_soccer,883130.0,202,131,1
"nike_unisex_footwear_lifestyle_nike_air jordan 4 retro ""white cement"" men's shoes",nike,unisex > footwear > lifestyle,Footwear,null,null,Men's,tennis,null,4.261544E7,13,17,2
champs_sports_clothing_t-shirts_basic_csg_csg basic v-neck s/s t-shirt - men's,champs_sports,clothing > t-shirts > basic,Apparel,Tops,null,Men's,cricket,null,451365.0,51,256,1
nordstrom_shoes_sandals_sam edelman_yng wms sh:sam edelman yaro ankle,nordstrom,shoes > sandals,Footwear,null,null,Women's,tennis,indoor_soccer,1222859.0,126,221,2
dicks_sporting_goods_athletic clothing_men's clothing_men's shirts & tops_shirts & tops_nike_nike men's dri-fit legend training t-shirt,dicks_sporting_goods,athletic clothing > men's clothing > men's shirts & tops > shirts & tops,Apparel,Tops,null,Men's,basketball,null,4.9441125E7,2,4,1
nordstrom_juniors_shorts____hdbg/slg/l:pbbl lthr tabby shoulder 26,nordstrom,juniors > shorts >  >  > ,Apparel,Bottoms,Other Bottoms,Women's,pickleball,null,543400.0,30,591,1
scheels_sandals_oofos_adult oofos ooahh sport recovery slide sandals,scheels,sandals,Footwear,null,null,Unisex/Undefined,training,training_other,500370.0,91,158,1
"amazon_clothing, shoes & jewelry_sport specific clothing_softball clothing_women's softball apparel_women's softball pants_champro_champro women's standard low-rise softball pants",amazon_leia,"clothing, shoes & jewelry > sport specific clothing > softball clothing > women's softball apparel > women's softball pants",Apparel,Bottoms,Pants,Women's,softball,null,1.2658394E7,29,106,1
"target_clothing, shoes & accessories_men's clothing_jackets & coats_goodfellow & co_men's midweight herringbone puffer vest - goodfellow & co",target,"clothing, shoes & accessories > men's clothing > jackets & coats",Apparel,Jackets & Outerwear,null,Men's,golf,null,1.0283586E7,6,71,2
nike_women_footwear_lifestyle_nike_nike air max systm women's shoes,nike,women > footwear > lifestyle,Footwear,null,null,Women's,training,training_other,5211064.0,187,97,1
kids_foot_locker_clothing_shorts_shorts_jordan_jordan jumpman woven play shorts - boys' preschool,kids_foot_locker,clothing > shorts > shorts,Apparel,Bottoms,Shorts,Men's,running,null,448537.0,3,105,2
kohls_mens_clothing_tops_tops & tees_croft & barrow_croft & barrow_men's croft & barrow® easy-care pique polo,kohls,mens > clothing > tops > tops & tees > croft & barrow,Apparel,Tops,null,Men's,golf,null,2.8623323E7,14,21,1
scheels_shorts_7 diamonds_men's 7 diamonds dynamic hybrid shorts,scheels,shorts,Apparel,Bottoms,Baselayer Bottoms,Men's,basketball,null,1876572.0,2,64,34
"amazon_clothing, shoes & jewelry_boy's clothing, shoes & jewelry_boys' clothing_boys' snow & rainwear_boys' snow pants & bibs_arctix_arctix kids' insulated snow bib overalls",amazon_leia,"clothing, shoes & jewelry > boy's clothing, shoes & jewelry > boys' clothing > boys' snow & rainwear > boys' snow pants & bibs",Apparel,Bottoms,Other Bottoms,Kids,ski_snowboard,null,1.9283216E7,5,5,1
hoka_shoes_mens sandals_hoka_ora recovery flip,hoka,shoes > mens sandals,Apparel,Other Apparel,null,Men's,training,null,1.4678911E7,3,1,2
champs_sports_shoes_casual sneakers_casual sneakers_jordan_jordan air jordan 1 low se - men's,champs_sports,shoes > casual sneakers > casual sneakers,Apparel,Other Apparel,null,Men's,training,null,1.1401101E7,11,16,2
foot_locker_shoes_slippers_champion_ch university slip on-bk,foot_locker,shoes > slippers,Footwear,null,null,Unisex/Undefined,slides,null,885739.0,225,11,2
nordstrom_shoes_athletic shoes & sneakers_gh bass_am wm dsnr: superstar: white/ ice/,nordstrom,shoes > athletic shoes & sneakers,Footwear,null,null,Men's,volleyball,cross_training,489040.0,422,336,2
academy_sports_men's_men's clothing_men's trending_top back to school brands_men's nike clothing_nike_nike men's dry icon basketball shorts,academy_sports,men's > men's clothing > men's trending > top back to school brands > men's nike clothing,Apparel,Bottoms,Shorts,Men's,basketball,null,5.7754334E7,1,3,2
macys_men_shorts_ralph lauren_men's stretch classic-fit 9  shorts,macys,men > shorts,Apparel,Bottoms,Shorts,Men's,soccer,null,6689425.0,3,50,1
"amazon_clothing, shoes & jewelry_women_women's clothing_women's activewear_women's athletic clothing sets_wiholl_wiholl two piece outfits for women lounge sets button down sweatshirt sweatpants sweatsuits set with pockets",amazon_leia,"clothing, shoes & jewelry > women > women's clothing > women's activewear > women's athletic clothing sets",Apparel,Bottoms,Pants,Women's,field_hockey,null,6607257.0,92,385,2
scheels_men's muck arctic ice scheels exclusive boots...,scheels,,Footwear,null,null,Men's,basketball,basketball_other,289089.0,161,313,1
lululemon_women's clothes_shirts_long sleeve shirts_lululemon_tie your practice long sleeve *stripe,lululemon,women's clothes > shirts > long sleeve shirts,Apparel,Tops,null,Women's,rugby,null,1812614.0,193,410,2
scheels_sandals_teva_women's teva midform universal water flatform sandals,scheels,sandals,Footwear,null,null,Women's,running,running_other,590346.0,84,107,1
"amazon_clothing, shoes & jewelry_reef_reef womens lay day dawn",amazon_leia,"clothing, shoes & jewelry",Footwear,null,null,Women's,cheer_dance,outdoor_soccer,246405.0,3800,16374,1
"macys_men_coats & jackets_michael kors_michael kors men's hooded bib snorkel parka, created for macy's",macys,men > coats & jackets,Apparel,Jackets & Outerwear,null,Men's,hiking,null,2.4085738E7,6,9,1
"amazon_clothing, shoes & jewelry_girl's clothing, shoes & jewelry_girls' clothing_girls' underwear_girls' undershirts, tanks & camisoles_fruit of the loom_fruit of the loom girls' undershirts (camis & tanks)",amazon_leia,"clothing, shoes & jewelry > girl's clothing, shoes & jewelry > girls' clothing > girls' underwear > girls' undershirts, tanks & camisoles",Apparel,Underwear,null,Women's,softball,null,1.2653365E7,24,107,2
scheels_cleats_jordan_men's jordan 1 mid td molded football cleats,scheels,cleats,Footwear,null,null,Men's,soccer,outdoor_soccer,2836447.0,14,36,1
dicks_sporting_goods_shoes_women's shoes_women's athletic & sneakers_athletic shoes_women's_nike_nike women's dunk low shoes,dicks_sporting_goods,shoes > women's shoes > women's athletic & sneakers > athletic shoes > women's,Apparel,Tops,null,Women's,basketball,null,4.7582666E7,4,6,2
dicks_sporting_goods_shoes_women's shoes_women's slides & sandals_sandals_women's_birkenstock_birkenstock women's arizona birko-flor sandals,dicks_sporting_goods,shoes > women's shoes > women's slides & sandals > sandals > women's,Footwear,null,null,Women's,walking,null,5491885.0,59,91,2
nike_kids_nike_nike air max bolt big kids shoes,nike,kids,Apparel,Other Apparel,null,Kids,soccer,null,1.3811388E7,29,13,2
kohls_wmns_active_sport_footwear_under armour_under armour ua charged escape 4 women's running shoes,kohls,wmns > active > sport > footwear,Footwear,null,null,Women's,field_hockey,cross_training,232770.0,523,4528,2
on_on running_shoes_on_cloudmonster void,on,On Running > shoes,Apparel,Other Apparel,null,Women's,null,null,8588428.0,4,9,2
"amazon_clothing, shoes & jewelry_women_women's shoes_women's athletic shoes_women's team sports shoes_adidas_adidas women's novaflight volleyball sneaker",amazon_leia,"clothing, shoes & jewelry > women > women's shoes > women's athletic shoes > women's team sports shoes",Footwear,null,null,Women's,volleyball,cross_training,908920.0,1288,5103,2
kids_foot_locker_shoes_performance basketball shoes_jordan_jordan aj 1 mid se - boys' grade school,kids_foot_locker,shoes > performance basketball shoes,Apparel,Tops,null,Kids,basketball,null,3750068.0,4,32,2
"target_clothing, shoes & accessories_kids' clothing_boys' clothing_bottoms_cat & jack_boys' pull-on activewear shorts - cat & jack",target,"clothing, shoes & accessories > kids' clothing > boys' clothing > bottoms",Apparel,Bottoms,Shorts,Kids,field_hockey,null,3.0312165E7,3,8,2
abercrombie_and_fitch_women's_clearance_tops_shirts_&_blouses_abercrombie & fitch_long-sleeve satin bodysuit,abercrombie_and_fitch,women's > clearance > tops > shirts_&_blouses,Apparel,Tops,null,Women's,gymnastics,null,500598.0,345,360,2
nordstrom_women_shoes_apl_apl techloom breeze knit running shoe (women),nordstrom,women > shoes,Footwear,null,null,Women's,tennis,training_other,695306.0,262,433,2
academy_sports_women's_women's clothing_women's sports bras_women's sports bras - medium support_nike_nike women's swoosh padded medium support sports bra,academy_sports,women's > women's clothing > women's sports bras > women's sports bras - medium support,Apparel,Bras,null,Women's,tennis,null,3830758.0,2,37,8
macys_shoes_athletic shoes & sneakers_michael kors_women's allie wrap trainer logo sneakers,macys,shoes > athletic shoes & sneakers,Footwear,null,null,Women's,tennis,cross_training,8602800.0,9,34,2
nike_women_footwear_skateboarding_nike_nike sb alleyoop skate shoes,nike,women > footwear > skateboarding,Footwear,null,null,Women's,sportswear,sportswear_skateboarding,1.8385717E7,41,24,2
"target_clothing, shoes & accessories_shoes_kids' shoes_boys' shoes_skechers_s sport by skechers kids' double ace sneakers - blue",target,"clothing, shoes & accessories > shoes > kids' shoes > boys' shoes",Footwear,null,null,Kids,basketball,cross_training,3090678.0,33,166,1
"amazon_clothing, shoes & jewelry_men's clothing, shoes & jewelry_men's clothing_men's shirts_men's polo shirts_under armour_under armour men's tech golf polo",amazon_leia,"clothing, shoes & jewelry > men's clothing, shoes & jewelry > men's clothing > men's shirts > men's polo shirts",Apparel,Tops,null,Men's,golf,null,7.3798584E7,1,2,1
on_on running_shoes_on_cloudsurfer trail waterproof,on,On Running > shoes,Footwear,null,null,Women's,hiking,null,3531234.0,12,14,1
nordstrom_men_all men's shoes_reserved footwear_nuages s. walk man sufde: linen:43,nordstrom,men > all men's shoes,Footwear,null,null,Men's,baseball,training_other,109124.0,2322,2478,2
lululemon_men's clothes_shirts_long sleeve shirts_lululemon_soft knit overshirt,lululemon,men's clothes > shirts > long sleeve shirts,Apparel,Tops,null,Men's,baseball,null,2075536.0,166,179,1
dicks_sporting_goods_athletic clothing_men's clothing_men's pants_pants_under armour_under armour men's coldgear armour leggings,dicks_sporting_goods,athletic clothing > men's clothing > men's pants > pants,Apparel,Bottoms,Other Bottoms,Men's,basketball,null,1.8757057E7,1,23,9
academy_sports_women's_women's shoes + boots_women's shoes by sport_women's running shoes_brooks_brooks women's ghost 16 running shoes,academy_sports,women's > women's shoes + boots > women's shoes by sport > women's running shoes,Footwear,null,null,Women's,tennis,null,7509250.0,13,14,2
scheels_football gloves_nike_nike superbad 7.0 football lineman gloves,scheels,football gloves,Footwear,null,null,Men's,american_football,cross_training,607418.0,81,172,1
"amazon_clothing, shoes & jewelry_men's clothing, shoes & jewelry_men's shoes_men's fashion sneakers_skechers_skechers men's nampa groton",amazon_leia,"clothing, shoes & jewelry > men's clothing, shoes & jewelry > men's shoes > men's fashion sneakers",Footwear,null,null,Men's,tennis,null,1.3376674E7,28,95,2
"lululemon_women's clothes_hoodies & sweatshirts_lululemon_scuba oversized half-zip hoodie, black",lululemon,women's clothes > hoodies & sweatshirts,Apparel,Tops,null,Women's,training,null,6.1815427E7,1,3,1
nordstrom_shoes_boots_general_dr. marten's_yng wms sh:jadon pisa boot:black,nordstrom,shoes > boots > general,Footwear,null,null,Men's,sportswear,sportswear_running,741034.0,237,169,2
"amazon_clothing, shoes & jewelry_women_women's shoes_women's athletic shoes_women's cross training shoes_cadidl_cadidl cheer shoes women white cheerleading dance shoes",amazon_leia,"clothing, shoes & jewelry > women > women's shoes > women's athletic shoes > women's cross training shoes",Footwear,null,null,Women's,cheer_dance,cross_training,3243184.0,323,1151,1
nike_men_nike_nike mens pegasus trail 4 running shoes,nike,men,Footwear,null,null,Men's,running,trail_running,1376057.0,599,658,2
"amazon_clothing, shoes & jewelry_women_women's clothing_women's activewear_women's athletic shorts_thegympeople_the gym people womens high waisted running shorts quick dry athletic workout shorts with mesh liner zipper pockets",amazon_leia,"clothing, shoes & jewelry > women > women's clothing > women's activewear > women's athletic shorts",Apparel,Bottoms,Shorts,Women's,gymnastics,null,2.8837373E7,2,21,1
foot_locker_shoes_casual sneakers_casual running sneakers_nike_nike air max plus - men's,foot_locker,shoes > casual sneakers > casual running sneakers,Footwear,null,null,Men's,training,cross_training,4.9339242E7,8,8,1
"macys_women_women's brands_alfani_tummy-control pull-on skinny pants, regular, short and long lengths, created for macy's",macys,women > women's brands,Apparel,Bottoms,Pants,Women's,training,null,3.09884E7,2,4,1
scheels_cleats_nike_men's nike alpha huarache elite 4 low metal baseball cleats,scheels,cleats,Footwear,null,null,Men's,baseball,cross_training,288392.0,162,316,1
scheels_trainer delta sport xc bu,scheels,,Footwear,null,null,Unisex/Undefined,tennis,outdoor_soccer,1248004.0,42,45,1
macys_women_activewear_calvin klein_women's blouson-sleeve oversized logo sweatshirt,macys,women > activewear,Apparel,Tops,null,Women's,cheer_dance,null,2.011177E7,6,10,2
academy_sports_men's_men's clothing_men's shirts + tops_under armour_under armour men's new tech polo shirt,academy_sports,men's > men's clothing > men's shirts + tops,Apparel,Tops,null,Men's,basketball,null,6.0082183E7,2,2,1
"amazon_clothing, shoes & jewelry_men's clothing, shoes & jewelry_men's shoes_men's athletic shoes_men's running shoes_new balance_new balance men's fresh foam roav v1",amazon_leia,"clothing, shoes & jewelry > men's clothing, shoes & jewelry > men's shoes > men's athletic shoes > men's running shoes",Footwear,null,null,Men's,soccer,outdoor_soccer,5990515.0,133,316,1
target_sports & outdoors_sports equipment_golf equipment & gear_golf clothing_champion_women's medium support sculpt mesh sports bra - all in motion,target,sports & outdoors > sports equipment > golf equipment & gear > golf clothing,Apparel,Bras,null,Men's,running,null,3952097.0,68,190,2
kids_foot_locker_shoes_performance basketball shoes_performance basketball shoes_jordan_jordan aj 1 mid se - boys' grade school,kids_foot_locker,shoes > performance basketball shoes > performance basketball shoes,Footwear,null,null,Kids,basketball,signature_basketball,1.7242327E7,4,10,1
foot_locker_shoes_performance basketball shoes_performance basketball shoes_nike_nike lebron xx - men's,foot_locker,shoes > performance basketball shoes > performance basketball shoes,Apparel,Bottoms,Other Bottoms,Men's,basketball,null,8720754.0,1,45,2
foot_locker_shoes_casual sneakers_casual sneakers_nike_nike vomero 5 - men's,foot_locker,shoes > casual sneakers > casual sneakers,Footwear,null,null,Men's,tennis,null,1.7153076E7,25,21,2
"target_clothing, shoes & accessories_shoes_kids' shoes_marvel_toddler boys' marvel spider-man sneakers - navy blue/red",target,"clothing, shoes & accessories > shoes > kids' shoes",Footwear,null,null,Kids,sportswear,sportswear_other,3619897.0,29,142,1
foot_locker_shoes_casual sneakers_casual sneakers_nike_nike air max 97 - women's,foot_locker,shoes > casual sneakers > casual sneakers,Footwear,null,null,Women's,tennis,null,2.952211E7,14,2,1
kohls_shoes_skechers_skechers® s-lights: unicorn dreams little kid girls' light-up shoes,kohls,shoes,Footwear,null,null,Kids,cheer_dance,training_other,292685.0,458,329,1
"target_clothing, shoes & accessories_men's clothing_activewear_all in motion_men's ponte full-zip hoodie - all in motion",target,"clothing, shoes & accessories > men's clothing > activewear",Apparel,Jackets & Outerwear,null,Men's,american_football,null,1359689.0,98,533,2
nordstrom_shoes_sandals____gucci pursuit 72 slide w/ gucct w,nordstrom,shoes > sandals >  >  > ,Footwear,null,null,Women's,volleyball,indoor_soccer,32365.0,7338,16162,1
abercrombie_and_fitch_men's_clearance_coats_&_jackets_quilted_liner_jacket_abercrombie & fitch_quilted liner jacket,abercrombie_and_fitch,men's > clearance > coats_&_jackets > quilted_liner_jacket,Apparel,Jackets & Outerwear,null,Men's,ski_snowboard,null,1543562.0,14,65,2
scheels_sneakers & athletic shoes_new balance_men's new balance 574 sneakers,scheels,sneakers & athletic shoes,Footwear,null,null,Men's,tennis,cross_training,3000218.0,12,32,1
kids_foot_locker_shoes_casual sneakers_casual sneakers_adidas_adidas x_plr 23 - boys' grade school,kids_foot_locker,shoes > casual sneakers > casual sneakers,Footwear,null,null,Men's,tennis,cross_training,3029999.0,28,29,2
foot_locker_shoes_casual sneakers_casual running sneakers_nike_nike air max 97 - boys' grade,foot_locker,shoes > casual sneakers > casual running sneakers,Apparel,Bottoms,Other Bottoms,Kids,running,null,1063989.0,12,112,2
kohls_shoes_adidas_adidas cloudfoam puremotion adapt women's running shoes,kohls,shoes,Footwear,null,null,Women's,tennis,null,1.1247028E7,11,59,2
"target_clothing, shoes & accessories_shoes_men's shoes_goodfellow & co_men's clay mid top sneakers - goodfellow & co",target,"clothing, shoes & accessories > shoes > men's shoes",Footwear,null,null,Men's,tennis,training_other,2750776.0,38,280,1
lululemon_shoes_lululemon_women's blissfeel 2 running shoe,lululemon,shoes,Apparel,Other Apparel,null,Women's,null,null,1.828774E7,1,27,1
dicks_sporting_goods_athletic clothing_men's clothing_men's pants_pants_carhartt_carhartt men's rugged flex rigby 5-pocket pants,dicks_sporting_goods,athletic clothing > men's clothing > men's pants > pants,Apparel,Bottoms,Pants,Men's,rugby,null,2.4981968E7,2,15,1
academy_sports_shoes_sport slides_nike_nike kids' kawa soccer slide sandals,academy_sports,shoes > sport slides,Footwear,null,null,Kids,soccer,indoor_soccer,726269.0,224,157,2
"target_clothing, shoes & accessories_women's clothing_dresses_ava & viv_ava & viv",target,"clothing, shoes & accessories > women's clothing > dresses",Apparel,Dresses,null,Women's,tennis,null,2.7416844E7,1,33,5
foot_locker_shoes_casual sneakers_casual sneakers_nike_nike air max 1 - boys' grade school,foot_locker,shoes > casual sneakers > casual sneakers,Footwear,null,null,Kids,sportswear,sportswear_running,2751174.0,108,68,2
scheels_skirts & skorts_columbia_women's columbia anytime skort,scheels,skirts & skorts,Apparel,Bottoms,Skirts,Women's,tennis,null,694041.0,1,92,19
nike_men_footwear_lifestyle_nike_nike air pegasus wave mens shoes,nike,men > footwear > lifestyle,Footwear,null,null,Men's,training,training_other,3996527.0,243,249,2
"amazon_clothing, shoes & jewelry_women_women's clothing_leggings depot_leggings depot high waisted leggings for women buttery smooth & soft women's leggings solid yoga - reg, plus, 1x3x, 3x5x",amazon_leia,"clothing, shoes & jewelry > women > women's clothing",Apparel,Bottoms,Baselayer Bottoms,Women's,training,null,1.2403345E7,2,111,71
kohls_shoes_nike_women's nike bella 7 women's training shoes,kohls,shoes,Footwear,null,null,Women's,volleyball,cross_training,956965.0,194,1345,1
kohls_shoes_converse_converse chuck taylor all star toddler boys easy-on high-top sneakers,kohls,shoes,Footwear,null,null,Kids,sportswear,sportswear_basketball,231187.0,530,419,2
champs_sports_shoes_casual sneakers_casual sneakers_nike_nike air max plus - men's,champs_sports,shoes > casual sneakers > casual sneakers,Footwear,null,null,Men's,training,cross_training,1.20945256E8,1,2,1
dicks_sporting_goods_athletic clothing_women's clothing_shorts_women's shorts_nike_nike women's pro 365 5” shorts,dicks_sporting_goods,athletic clothing > women's clothing > shorts > women's shorts,Apparel,Bottoms,Shorts,Women's,basketball,null,4.3550397E7,2,7,3
scheels_sneakers & athletic shoes_asics_women's asics glideride max running shoes,scheels,sneakers & athletic shoes,Footwear,null,null,Kids,training,training_other,398822.0,120,91,2
scheels_hoodies & sweatshirts_nike_women's nike sportswear club fleece hoodie,scheels,hoodies & sweatshirts,Apparel,Tops,null,Women's,soccer,null,2.0077758E7,1,3,1
kohls_mens_shoes_sandals_champion_champion_champion® super slide split script men's slide sandals,kohls,mens > shoes > sandals > champion,Apparel,Other Apparel,null,Men's,lacrosse,null,974904.0,163,823,2
"lululemon_women's clothes_shirts_tank tops_lululemon_lululemon align™ tank top light support, a/b cup, lip gloss",lululemon,women's clothes > shirts > tank tops,Apparel,Tops,null,Women's,field_hockey,null,4070585.0,78,173,2
kids_foot_locker_shoes_performance basketball shoes_performance basketball shoes_jordan_jordan air jordan 4 retro remastered  - boys' grade school,kids_foot_locker,shoes > performance basketball shoes > performance basketball shoes,Footwear,null,null,Kids,basketball,signature_basketball,9065867.0,9,19,2
champs_sports_shoes_casual sneakers_casual sneakers_puma_puma mb.02 whispers - men's,champs_sports,shoes > casual sneakers > casual sneakers,Footwear,null,null,Men's,basketball,outdoor_soccer,1237283.0,86,95,2
nike_men_apparel_lifestyle_nike_nike club men's woven flow shorts,nike,men > apparel > lifestyle,Apparel,Bottoms,Other Bottoms,Men's,golf,null,1.1284399E7,4,84,2
champs_sports_clothing_tights_performance tights_nike_nike pro dri-fit tights - men's,champs_sports,clothing > tights > performance tights,Apparel,Bottoms,Tights,Men's,basketball,null,703323.0,1,172,24
kids_foot_locker_clothing_jackets_track jackets_adidas_adidas originals adicolor superstar track suit - boys' toddler,kids_foot_locker,clothing > jackets > track jackets,Apparel,Track Suits,null,Kids,null,null,133768.0,1,298,268
